id1,id2,shared_cm_total,n_segments,max_segment_cm,mean_segment_cm,P_IBD_ge1_approx_chr,chr
HG00620,NA18629,1.21275,1,1.21275,1.21275,0.012273531828854843,chr20
HG00632,HG02156,1.0109,1,1.0109,1.0109,0.01023072630450576,chr20
HG00632,NA18565,1.25358,1,1.25358,1.25358,0.012686748324069966,chr20
HG00632,NA18609,1.00272,1,1.00272,1.00272,0.010147941319669618,chr20
HG00632,NA18971,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
HG00638,HG01603,1.00214,1,1.00214,1.00214,0.01014207147966901,chr20
HG00638,NA19678,1.04187,1,1.04187,1.04187,0.010544155519710571,chr20
HG00651,HG00592,1.003,1,1.003,1.003,0.010150775035531977,chr20
HG00651,HG00683,1.06579,1,1.06579,1.06579,0.010786235817666627,chr20
HG00651,HG02089,1.2127,1,1.2127,1.2127,0.012273025808165134,chr20
HG00651,NA18543,1.00818,1,1.00818,1.00818,0.010203198778985675,chr20
HG00653,HG02029,1.07836,1,1.07836,1.07836,0.010913449419059086,chr20
HG00653,NA18621,1.0721,1,1.0721,1.0721,0.010850095628707711,chr20
HG00653,NA19006,1.12667,1,1.12667,1.12667,0.011402366609454451,chr20
HG00654,NA19055,1.0272,1,1.0272,1.0272,0.010395689049350397,chr20
HG00663,HG02379,1.08278,1,1.08278,1.08278,0.010958181648029228,chr20
HG00683,NA18582,1.01721,1,1.01721,1.01721,0.010294586115546843,chr20
HG00689,NA19717,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
HG00693,HG01173,1.18368,1,1.18368,1.18368,0.011979331399858916,chr20
HG00698,HG01599,1.0653,1,1.0653,1.0653,0.010781276814907493,chr20
HG00698,HG01855,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
HG00698,HG01872,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
HG00698,HG02180,1.09921,1,1.09921,1.09921,0.011124460046667105,chr20
HG00698,NA19065,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
HG00699,HG00879,1.09868,1,1.09868,1.09868,0.011119096227356207,chr20
HG00699,HG03616,1.08333,1,1.08333,1.08333,0.01096374787561601,chr20
HG00699,HG03784,1.03222,1,1.03222,1.03222,0.010446493526597028,chr20
HG00699,NA18968,1.52689,1,1.52689,1.52689,0.015452758618148977,chr20
HG00701,NA18535,1.01721,1,1.01721,1.01721,0.010294586115546843,chr20
HG00717,HG00632,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG00717,HG02373,1.24393,1,1.24393,1.24393,0.012589086330956425,chr20
HG00717,NA18620,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
HG00717,NA18979,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG00717,NA19089,1.01312,1,1.01312,1.01312,0.010253193623128772,chr20
HG00728,HG01855,1.52745,1,1.52745,1.52745,0.0154584260498737,chr20
HG00728,NA19064,1.27116,1,1.27116,1.27116,0.012864665198571117,chr20
HG00844,NA18946,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG00844,NA18968,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
HG00864,HG00593,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
HG00864,HG00759,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG00864,HG01868,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
HG00864,HG02075,1.00658,1,1.00658,1.00658,0.010187006116915035,chr20
HG00864,HG02408,1.06579,1,1.06579,1.06579,0.010786235817666627,chr20
HG00864,NA12156,1.03058,1,1.03058,1.03058,0.010429896047974624,chr20
HG00864,NA18611,1.25516,1,1.25516,1.25516,0.012702738577864725,chr20
HG00864,NA18620,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG00867,HG02186,1.19531,1,1.19531,1.19531,0.012097031812284876,chr20
HG00867,HG03862,1.00658,1,1.00658,1.00658,0.010187006116915035,chr20
HG00867,NA19003,1.03058,1,1.03058,1.03058,0.010429896047974624,chr20
HG00879,HG01149,1.48191,1,1.48191,1.48191,0.014997542405688132,chr20
HG00879,NA19055,1.04187,1,1.04187,1.04187,0.010544155519710571,chr20
HG00879,NA19075,1.0653,1,1.0653,1.0653,0.010781276814907493,chr20
HG01049,HG00638,1.08907,1,1.08907,1.08907,0.011021839050794428,chr20
HG01049,HG01168,1.0102,1,1.0102,1.0102,0.010223642014849856,chr20
HG01049,NA11829,1.01955,1,1.01955,1.01955,0.010318267883825153,chr20
HG01049,NA20796,1.05516,1,1.05516,1.05516,0.01067865581903482,chr20
HG01049,NA20856,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
HG01052,HG00174,1.12664,1,1.12664,1.12664,0.011402062997040628,chr20
HG01054,HG01624,1.04411,1,1.04411,1.04411,0.010566825246609467,chr20
HG01054,NA12716,1.34572,1,1.34572,1.34572,0.013619243251062906,chr20
HG01067,HG00366,1.11587,1,1.11587,1.11587,0.011293066140477636,chr20
HG01067,HG01060,1.1021,1,1.1021,1.1021,0.011153708042532198,chr20
HG01073,HG01168,1.04478,1,1.04478,1.04478,0.010573605923851547,chr20
HG01089,HG00250,1.11587,1,1.11587,1.11587,0.011293066140477636,chr20
HG01089,HG00366,1.43367,1,1.43367,1.43367,0.014509333644258358,chr20
HG01089,HG01133,1.21962,1,1.21962,1.21962,0.012343059071620649,chr20
HG01089,HG03690,1.03774,1,1.03774,1.03774,0.010502358210740734,chr20
HG01089,HG03755,1.0109,1,1.0109,1.0109,0.01023072630450576,chr20
HG01089,HG04229,1.03774,1,1.03774,1.03774,0.010502358210740734,chr20
HG01089,NA11995,1.22103,1,1.22103,1.22103,0.0123573288550704,chr20
HG01089,NA12144,1.23366,1,1.23366,1.23366,0.01248514968129051,chr20
HG01105,HG01197,1.07497,1,1.07497,1.07497,0.01087914121629692,chr20
HG01105,HG02090,1.02161,1,1.02161,1.02161,0.010339115936241101,chr20
HG01105,NA12814,1.02393,1,1.02393,1.02393,0.010362595296243528,chr20
HG01105,NA20539,1.00835,1,1.00835,1.00835,0.01020491924933068,chr20
HG01124,HG00274,1.05521,1,1.05521,1.05521,0.010679161839724526,chr20
HG01124,HG00278,1.08711,1,1.08711,1.08711,0.011002003039757896,chr20
HG01124,HG01197,1.05521,1,1.05521,1.05521,0.010679161839724526,chr20
HG01124,NA19752,1.01434,1,1.01434,1.01434,0.010265540527957634,chr20
HG01133,HG00125,1.04813,1,1.04813,1.04813,0.010607509310061948,chr20
HG01133,HG01121,1.11316,1,1.11316,1.11316,0.01126563981909549,chr20
HG01133,HG01624,1.23469,1,1.23469,1.23469,0.012495573707498485,chr20
HG01133,HG01632,1.03774,1,1.03774,1.03774,0.010502358210740734,chr20
HG01133,NA19669,1.06326,1,1.06326,1.06326,0.010760631170767431,chr20
HG01140,HG01710,1.03945,1,1.03945,1.03945,0.010519664118328729,chr20
HG01140,NA11829,1.08278,1,1.08278,1.08278,0.010958181648029228,chr20
HG01149,NA19088,1.04851,1,1.04851,1.04851,0.010611355067303724,chr20
HG01168,HG00373,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
HG01173,HG00373,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
HG01173,HG00383,1.0621,1,1.0621,1.0621,0.010748891490766216,chr20
HG01173,HG01054,1.30669,1,1.30669,1.30669,0.013224243500677248,chr20
HG01173,HG01168,1.39863,1,1.39863,1.39863,0.014154714344911357,chr20
HG01173,HG01197,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
HG01173,NA20512,1.0653,1,1.0653,1.0653,0.010781276814907493,chr20
HG01251,HG01624,1.05904,1,1.05904,1.05904,0.010717923024556118,chr20
HG01251,HG02146,1.10506,1,1.10506,1.10506,0.011183664467362879,chr20
HG01251,NA19734,1.25516,1,1.25516,1.25516,0.012702738577864725,chr20
HG01259,HG00137,1.06282,1,1.06282,1.06282,0.010756178188698005,chr20
HG01259,HG01284,1.17761,1,1.17761,1.17761,0.011917900488128429,chr20
HG01259,HG01500,1.06282,1,1.06282,1.06282,0.010756178188698005,chr20
HG01259,HG02150,1.11587,1,1.11587,1.11587,0.011293066140477636,chr20
HG01259,HG03663,1.00401,1,1.00401,1.00401,0.010160996653464071,chr20
HG01259,NA12748,1.16656,1,1.16656,1.16656,0.011806069915703076,chr20
HG01259,NA19759,1.52745,1,1.52745,1.52745,0.0154584260498737,chr20
HG01259,NA21104,1.0198,1,1.0198,1.0198,0.010320797987273691,chr20
